frame,id,class,confidence,x1,y1,x2,y2,parent,value
1,1,person,0.8620687127113342,885.3291015625,464.230712890625,942.089111328125,625.7763671875,0,
1,2,person,0.8554714918136597,970.5462646484375,442.9835205078125,1044.2828369140625,616.3162841796875,0,
1,3,person,0.8259843587875366,817.0872192382812,451.7562255859375,871.1572875976562,614.04736328125,0,
1,4,person,0.8140712976455688,739.9749145507812,481.80322265625,810.6066284179688,662.8369140625,0,
1,5,person,0.6276837587356567,393.89453125,270.0510559082031,416.3726806640625,334.0102844238281,0,
1,6,person,0.5862880945205688,519.4953002929688,331.87432861328125,546.3982543945312,413.15032958984375,0,
1,7,person,0.5039518475532532,365.0845947265625,275.25579833984375,386.40069580078125,334.01214599609375,0,
1,,number_plate,0.45944544672966003,420.77569580078125,373.57891845703125,477.47479248046875,454.39276123046875,0,
2,1,person,0.8361742496490479,883.594482421875,464.0000915527344,940.2515869140625,625.2031860351562,0,
2,2,person,0.8588660359382629,968.1460571289062,442.5396728515625,1042.265869140625,616.6364135742188,0,
2,3,person,0.8198732137680054,816.03662109375,451.4107971191406,869.8970947265625,613.1071166992188,0,
2,4,person,0.8280185461044312,741.8729248046875,484.1033630371094,812.4472045898438,664.82275390625,0,
2,5,person,0.6468217372894287,394.2406311035156,271.3565368652344,416.1763610839844,333.7574462890625,0,
2,6,person,0.5824363231658936,518.0375366210938,331.9461364746094,544.8021850585938,412.6639099121094,0,
2,7,person,0.5773597359657288,364.80078125,271.977783203125,387.2901611328125,333.9803161621094,0,
2,,number_plate,0.4721240699291229,420.39678955078125,373.54931640625,477.59722900390625,454.8131103515625,0,
3,1,person,0.8475631475448608,881.0353393554688,463.41619873046875,937.7611083984375,624.6552734375,0,
3,2,person,0.8678712844848633,966.3916015625,443.1365661621094,1040.449462890625,616.758056640625,0,
3,3,person,0.8458961248397827,815.3767700195312,450.6944580078125,869.1724853515625,612.2094116210938,0,
3,4,person,0.8381776213645935,747.1924438476562,487.21356201171875,817.6255493164062,666.7444458007812,0,
3,5,person,0.6779505014419556,394.5888977050781,271.3234558105469,416.4852294921875,333.5459289550781,0,
3,6,person,0.6200242638587952,517.3942260742188,330.55548095703125,544.25,411.393798828125,0,
3,7,person,0.6503384709358215,364.5854187011719,269.51568603515625,387.9437255859375,333.91204833984375,0,
3,,number_plate,0.4787808358669281,420.65399169921875,373.74700927734375,477.58642578125,455.07757568359375,0,
4,1,person,0.8356740474700928,877.7352294921875,462.6320495605469,934.4773559570312,623.7965698242188,0,
4,2,person,0.8462936282157898,965.9518432617188,441.94573974609375,1040.6058349609375,616.7652587890625,0,
4,3,person,0.8013464212417603,812.5925903320312,448.4171447753906,867.3618774414062,612.625732421875,0,
4,4,person,0.835496187210083,752.9056396484375,492.8062744140625,824.1446533203125,673.158935546875,0,
4,5,person,0.7006818652153015,395.0909729003906,270.6312255859375,417.29931640625,333.6383972167969,0,
4,6,person,0.722930908203125,514.501708984375,321.7660827636719,544.1680908203125,411.2365417480469,0,
4,7,person,0.5886715650558472,365.244873046875,269.1294250488281,388.6189270019531,333.5935974121094,0,
4,,number_plate,0.5275272130966187,420.58917236328125,374.43743896484375,477.55047607421875,454.39288330078125,0,
5,1,person,0.8363409638404846,876.7501831054688,462.4151306152344,933.5147705078125,623.4987182617188,0,
5,2,person,0.8462377786636353,965.8431396484375,441.5624084472656,1040.738037109375,616.7091674804688,0,
5,3,person,0.8017739653587341,811.6650390625,447.7099304199219,866.8075561523438,612.7559204101562,0,
5,4,person,0.8357680439949036,754.3711547851562,494.4925842285156,826.2848510742188,675.1267700195312,0,
5,5,person,0.700636088848114,395.2240295410156,270.4029846191406,417.5675964355469,333.674560546875,0,
5,6,person,0.7229522466659546,513.6077270507812,318.94439697265625,544.1289672851562,411.1997985839844,0,
5,7,person,0.5886544585227966,365.4827880859375,269.09661865234375,388.8199157714844,333.4872131347656,0,
5,,number_plate,0.5270082354545593,420.589599609375,374.4307861328125,477.5517578125,454.402099609375,0,
6,1,person,0.8364886045455933,874.8125610351562,461.60479736328125,931.7927856445312,623.1976318359375,0,
6,2,person,0.8194993138313293,964.0755004882812,439.80096435546875,1038.980712890625,614.8109741210938,0,
